	city	hotel_name	email	phone	postal_code	price	star_count	street	type	web	lat	lon	neighbourhood
23	Barcelona	Hotel Granados 83	granados83@derbyhotels.com	+34(93)4929670	08008	132.0	4	Enrique Granados 83	[u'Hotel']	http://www.hotelgranados83.com	41.391846	2.156845	l'Antiga Esquerra de l'Eixample
24	Barcelona	H10 Art Gallery	h10.art.gallery@h10hotels.com	+34(93)2142030	8008	153.0	4	Enric Granados 62-64	[u'Hotel']	http://www.h10hotels.com/es/hotel/hoteles-barcelona/h10-art-gallery.html	41.391994	2.157008	l'Antiga Esquerra de l'Eixample
25	Barcelona	Best Western Alfa Aeropuerto	info@hotelalfaaeropuerto.com	+34(93)3362564	08040	81.0	4	Zona Franca, Carrer K. s/n	[u'Hotel']	http://www.hotelalfaaeropuerto.com	41.328354	2.112966	la Marina del Prat Vermell
26	Barcelona	Salles Hotel Pere IV	hoteles@salleshotels.com	+34(93)3209650	08018	95.0	4	Calle Pallars, 128-130	[u'Hotel']	http://www.salleshotels.com/es/seccion/59/salles-hotel-pere-iv.html	41.3969	2.1924	el Parc i la Llacuna del Poblenou
27	Barcelona	K+K Picasso	hotel.picasso@kkhotels.es	+34(685)380047	08003	169.0	4	Passeig de Picasso 26-30	[u'Hotel']	http://en.kkhotels.com/hotels/barcelona/barcelona/welcome/	41.386772	2.184099	Sant Pere, Santa Caterina i la Ribera
28	Barcelona	Vincci Bit	bit@vinccihoteles.com	+34(93)1657420 	08019	86.0	4	Josep Pla, 69	[u'Hotel']	http://www.vinccihoteles.com/Hoteles/Espana/Barcelona/Vincci-Bit	41.411663	2.211892	Diagonal Mar i el Front Maritim del Poblenou
29	Barcelona	Sixtytwo Hotel	hotel@sixtytwohotel.com	+34(932)724180	08007	143.0	4	Passeig de Gracia, 62	[u'Hotel']	http://www.sixtytwohotel.com	41.393017	2.164615	la Dreta de l'Eixample
30	Barcelona	Retrome Barcelona	info@retrome.net	+34(93)1744037	08009	126.0	3	Carrer De Girona 85	[u'Bed & Breakfast']	http://www.retrome.net/barcelona/	41.395416	2.170187	la Dreta de l'Eixample
31	Barcelona	Splendom Suites Barcelona	barcelona@splendomsuites.com	+34(93)4521030	08011	173.0	4	C/ Valencia, 194	[u'Apartotel']	http://www.splendomsuitesbarcelona.com	41.388313	2.157802	l'Antiga Esquerra de l'Eixample
32	Barcelona	Regencia Colon	reservas@hotelregenciacolon.com	+34(93)3189858	08002	110.0	3	Carrer Sagristans, 13/17 	[u'Hotel']	http://www.hotelregenciacolon.com	41.385399	2.1757	el Barri Gotic
33	Barcelona	Barcelona Princess	ecommerce.bcn@princess-hotels.com	+34(93)3561000	08019	90.0	4	Avenida Diagonal 1	[u'Hotel']	http://en.hotelbarcelonaprincess.com/	41.411125	2.219004	Diagonal Mar i el Front Maritim del Poblenou
34	Barcelona	Eurostars Bcn Design	reservas@eurostarsbcndesign.com	+34(93)3444555	08007	159.0	5	Paseo de Gracia, 29-31	[u'Hotel']	http://www.eurostarshotels.com/eurostars-bcn-design.html	41.390759	2.166074	la Dreta de l'Eixample
35	Barcelona	Olivia Balmes	reservas.balmes@oliviahotels.es	+34(93)2144163	08008	234.0	4	Calle Balmes 117	[u'Hotel']	http://www.oliviabalmeshotel.es	41.392094	2.158493	l'Antiga Esquerra de l'Eixample
36	Barcelona	Axel Hotel Barcelona & Urban Spa	barcelona@axelhotels.com	+34(93)3239393	08011	119.0	4	Carrer d'Aribau 33	[u'Hotel']	http://www.axelhotels.com/en/axel-hotel-barcelona/hotel.html	41.387436	2.160425	l'Antiga Esquerra de l'Eixample
37	Barcelona	Eurostars Grand Marina	reservas@grandmarinahotel.com	+34(93)6039000	08039	160.0	5	Moll de Barcelona s/n	[u'Hotel']	http://www.grandmarinahotel.com/	41.371799	2.1809	el Raval
38	Barcelona	NH Collection Barcelona Constanza	nhconstanza@nh-hotels.com	+34(93)2811500	08029	139.0	4	Deu i Mata, 69-99	[u'Hotel']	http://www.nh-hotels.com/hotel/nh-collection-barcelona-constanza	41.388885	2.136299	les Corts
39	Barcelona	Lloret Ramblas	INFO@HLLORET.COM	+34(93)3173366	08002	105.0	1	Rambla Canaletes, 125    	[u'Hotel']	http://WWW.HLLORET.COM/	41.384865	2.170127	el Raval
40	Barcelona	Royal Ramblas	info@royalramblashotel.com	+34(93)3019400	08002	160.0	4	La Rambla 117	[u'Hotel']	http://www.royalramblashotel.com	41.384312	2.170636	el Raval
41	Barcelona	Hesperia del Mar	hotel@hesperia-delmar.com	+34(93)5029700	08005	104.0	4	Carrer d'Espronceda 6	[u'Hotel']	http://www.nh-hotels.com/hotel/hesperia-del-mar	41.401501	2.21	Diagonal Mar i el Front Maritim del Poblenou
42	Barcelona	Catalonia La Pedrera	lapedrera@hoteles-catalonia.es	+34(93)2081919	08037	110.0	4	Corcega, 368	[u'Hotel']	http://www.hoteles-catalonia.com/es/nuestros_hoteles/europa/espanya/catalunya/barcelona/hotel_catalonia_corcega/index.jsp	41.388973	2.154067	l'Antiga Esquerra de l'Eixample
43	Barcelona	Apartamentos Atica	info@apartamentosatica.com	+34(93)4500032	08025	65.0	0	Travessera de Gracia, 441.	[u'Apartotel']	http://www.apartamentosatica.com	41.411289	2.173334	el Baix Guinardo
44	Barcelona	Sant Angelo	ecosantangelo@ecohoteles.com	+34(93)4234647	08015	89.0	3	Consell De Cent, 74	[u'Hotel']	http://www.ecosantangelo.com	41.3792	2.1502	la Nova Esquerra de l'Eixample
45	Barcelona	Ofelias	reservas@bondiahotels.com	+34(93)7690300 	08015	131.0	4	Llanca, 24	[u'Hotel']	http://www.ofeliashotelbarcelona.com	41.37677	2.150101	la Nova Esquerra de l'Eixample
46	Barcelona	Forget Me Not	info@forgetmenotbarcelona.com	+34(93)5329393	08008	105.0	0	Enric Granados 44 Principal	[u'Bed & Breakfast']	http://www.forgetmenotbarcelona.com	41.391102	2.158204	l'Antiga Esquerra de l'Eixample
47	Barcelona	Barcelona City Centre	info@barcelonacitycentre.com	+34(65)3900039	08007	100.0	2	Balmes, 60, entresol, 1	[u'Hostal']	http://www.barcelonacitycentre.com	41.385063	2.173403	el Barri Gotic
48	Barcelona	H10 Casanova	h10.casanova@h10hotels.com	+34(93)3964800	08011	115.0	4	Gran Via de Les Corts Catalanes, 559	[u'Hotel']	http://www.hotelh10casanova.com	41.384201	2.1607	l'Antiga Esquerra de l'Eixample
49	Barcelona	Melia Barcelona Sarria	melia.barcelona@melia.com	+34(93)4106060	08029	175.0	5	Avenida Sarria, 50	[u'Hotel']	http://www.melia-barcelona.com	41.390923	2.141604	les Corts
50	Barcelona	NH Barcelona Les Corts	info@hotelnhlescorts.com	+34(93)3220811	08029	96.0	3	Travessera De Les Corts, 292	[u'Hotel']	http://www.nh-hotels.com/hotel/nh-barcelona-les-corts	41.387501	2.1366	les Corts
51	Barcelona	Catalonia Passeig De Gracia	booking@hoteles-catalonia.es	+34(93)2702735	08007	180.0	4	Gran Via de les Corts Catalanes, 644	[u'Hotel']	http://www.hoteles-catalonia.com/en/our_hotels/europa/spain/catalunya/barcelona/hotel_catalonia_passeig_gracia/index.jsp	41.390156	2.169646	la Dreta de l'Eixample
52	Barcelona	Hotel Advance	reservas@bondiahotels.com	+34(93)2892892 	08011	140.0	4	Sepulveda 180	[u'Hotel']	http://www.hoteladvance.com	41.383335	2.162827	Sant Antoni
53	Barcelona	Catalonia Barcelona Golf	booking@hoteles-catalonia.es	+34(93)2360000	08006	86.0	3	Travessera de Gracia, 72	[u'Hotel']	http://www.hoteles-catalonia.com/en/our_hotels/europa/spain/catalunya/barcelona/hotel_catalonia_barcelona_golf/index.jsp	41.397099	2.1514	Sant Gervasi - Galvany
54	Barcelona	Milton House Gran Via			08010	119.0	0	Gran Via De Les Corts Catalanes, 637	[u'Casa / Apartamento']		41.391678	2.170861	la Dreta de l'Eixample
55	Barcelona	Vilamari	recepcio@hotelvilamari.com	+34(93)2890909	08015	122.0	4	Vilamari, 34-36	[u'Hotel']	http://www.hotelvilamari.com/index_en.asp	41.376656	2.152486	Sant Antoni
56	Barcelona	Jazz	jazz@nnhotels.com	+34(93)5529696	08001	145.0	3	Pelai, 3	[u'Hotel']	http://www.hoteljazz.com/	41.386002	2.165664	la Dreta de l'Eixample
57	Barcelona	Actual	info@hotelactual.com	+34(93)5520550	08008	99.0	3	Carrer del Rosello 238	[u'Hotel']	http://www.hotelactual.com	41.395988	2.161065	la Dreta de l'Eixample
58	Barcelona	Pullman Barcelona Skipper	H7341@accor.com	+34(93)2216565	08005	176.0	5	Avenida Litoral 10	[u'Hotel']	http://www.accorhotels.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=7341&sourceid=fh-pul-b1-7341&merchantid=par-triv-&xtor=al-171-[trivago]-[zz]-[0]-[pul]-[0]	41.386002	2.1949	la Barceloneta
59	Barcelona	Barcelona Center	hccm@hotelescenter.es	+34(93)2730000	08008	168.0	4	Calle Balmes 103-105	[u'Hotel']	http://www.hotelescenter.es	41.391602	2.1593	l'Antiga Esquerra de l'Eixample
60	Barcelona	Ilunion Barcelona	RECEPCIONBARCELONA@ILUNIONHOTELS.COM	+34(93)2438800	04313	99.0	4	C/ Ramon Turro 196 - 198	[u'Hotel']	http://WWW.ILUNIONBARCELONA.COM/	41.399265	2.201922	el Poblenou
61	Barcelona	Apartment Lugaris Beach	info@lugaris.com	+34(93)2219159 	08005	157.0	4	De Vidal i de Valenciano, 14	[u'Apartotel']	http://www.lugaris.com/index.php?option=com_content&view=article&id=166&Itemid=119&lang=en	41.399216	2.207691	el Poblenou
62	Barcelona	Mariano Cubi	marianocubi@aparthotelmarianocubi.com	+34(93)2099699	08006	126.0	4	C/ Maria Cubi, 62-64	[u'Apartotel']	http://www.aparthotelmarianocubi.com	41.398201	2.149479	Sant Gervasi - Galvany
63	Barcelona	Hotel El Palace	reservas@hotelpalacebarcelona.com	+34(93)5101130	08010 	281.0	5	Gran Via de les Corts Catalanes 668	[u'Hotel']	http://hotelpalacebarcelona.com/en/	41.391418	2.17143	la Dreta de l'Eixample
64	Barcelona	Royal Passeig De Gracia	info.pg84@royalhotels.es	+34(93)7370010	08008	160.0	4	Passeig de Gracia, 84	[u'Hotel']	http://www.royalpasseigdegraciahotel.com/default-en.html	41.394676	2.162638	la Dreta de l'Eixample
65	Barcelona	Hotel Cortes	reservas@hotelcortes.com	+34(93)3179112	08002	95.0	2	Calle Santa Anna, 25	[u'Hotel']	http://www.hotelcortes.com/	41.38549	2.171645	el Barri Gotic
66	Barcelona	NH Collection Barcelona Gran Hotel Calderon	nhcalderon@nh-hotels.com	+34(93)3010000	08007	161.0	5	Rambla de Catalunya 26 	[u'Hotel']	http://www.nh-hotels.com/hotel/nh-collection-barcelona-gran-hotel-calderon	41.389301	2.1663	la Dreta de l'Eixample
67	Barcelona	Eurostars Ramblas	reservas@eurostarsramblas.com	+34(93)2703696	08002	119.0	4	Las Ramblas 22-24	[u'Hotel']	http://www.eurostarshotels.com/eurostars-ramblas.html	41.380314	2.178846	el Barri Gotic
68	Barcelona	Ambit Barcelona	reservations@hotelambit.com	+34937075150	08010	117.0	4	Roger de Lluria 17	[u'Hotel']	http://hotelambit.com/en/Home/	41.390781	2.171743	la Dreta de l'Eixample
69	Barcelona	Barcelona House	info@hotel-barcelonahouse.com	+34(93)3437167	08002	80.0	3	Carrer Escudellers 19	[u'Hotel']	http://www.hotel-barcelonahouse.com	41.379372	2.176073	el Barri Gotic
70	Barcelona	Eurostars Angli	reservas@eurostarsangli.com	+34(93)2069944	08107	54.0	4	D'Angli, 60	[u'Hotel']	http://www.eurostarshotels.com/eurostars-angli.html	41.403198	2.1232	Sarria
71	Barcelona	Sercotel Amister Art Hotel Barcelona	reservas@sercotel.com	+34(93)3633468	08029	110.0	4	Avenida Roma, 93 - 95	[u'Hotel']	http://www.sercotelhoteles.com/hoteles/espana/Barcelona/amister/?partner=1741&utm_source=trivago&utm_medium=referral&utm_campaign=trivago_pro	41.384407	2.151458	la Nova Esquerra de l'Eixample
72	Barcelona	Petit Palace Hoteles	operagarden@petitpalace.com	+34(93)3020092	08002	199.0	4	C/ La boqueria 10	[u'Hotel']	http://www.petitpalaceboqueriagarden.com	41.381401	2.174	el Barri Gotic
73	Barcelona	Eurostars Cristal Palace	reservas1@eurostarscristalpalace.com	+34(93)3930970	08007	104.0	4	Diputacio, 257	[u'Hotel']	http://www.eurostarshotels.com/eurostars-cristal-palace.html	41.389599	2.1661	la Dreta de l'Eixample
74	Barcelona	Wilson Boutique Hotel	info@wilsonbcn.com	+34 (93) 2092511	08021	110.0	3	Avenida Diagonal, 568	[u'Hotel']	http://www.wilsonbcn.com	41.394402	2.15	Sant Gervasi - Galvany
75	Barcelona	Onix Rambla	rambla@onixhotels.com	+34(93)3427980	08007	112.0	3	Rambla de Catalunya, 24	[u'Hotel']	http://www.onixramblahotel.com/	41.38921	2.1663	la Dreta de l'Eixample
76	Barcelona	SM  Teatre Auditori	teatreauditori@smhoteles.com	+34(93)2456485	08013	98.0	3	C/ Ribes 71	[u'Hotel']	http://www.hotelteatre-barcelona.com	41.399799	2.184	el Fort Pienc
77	Barcelona	Hotel Barcelona Colonial	colonial@gargallohotels.es	+34(93)3192252	08003	126.0	4	Via Laietana ,3	[u'Hotel']	http://www.hotelcolonialbarcelona.com	41.382332	2.180762	el Barri Gotic
78	Barcelona	Suites Center Barcelona	hccm@hotelescenter.com	+34(93)2553010	08008	149.0	4	Passeig De Gracia, 128	[u'Apartotel']	http://www.hotelescenter.es/barcelonasuites/default-es.html	41.397747	2.158246	la Vila de Gracia
79	Barcelona	Expo Hotel Barcelona	ehbreservas@expogrupo.com	+34(93)600 69 67	08014	100.0	4	Mallorca, 1-23	[u'Hotel']	https://www.expohotels.com/en/hotels/expo-hotel-barcelona/?utm_source=trivago&utm_medium=metasearch&utm_campaign=2016EHB_NOTICIASPRO&utm_content=sitioweb	41.379173	2.142888	Hostafrancs
80	Barcelona	Vilana	recepcion@vilanahotel.com	+34(93)4340363	08017 	62.0	4	Carrer Vilana, 7	[u'Hotel']	http://www.vilanahotel.com	41.4048	2.1287	Sant Gervasi - la Bonanova
81	Barcelona	H10 Universitat	h10.universitat@h10hotels.com	+34(93)3427850	08007	104.0	4	Ronda Universitat, 21	[u'Hotel']	http://www.hotelh10universitat.com/en/index.html	41.386913	2.166641	la Dreta de l'Eixample
82	Barcelona	Catalonia Diagonal Centro	diagonalcentro@hoteles-catalonia.es	+34(93)4159090	08008	130.0	4	Balmes, 142-146	[u'Hotel']	http://www.hoteles-catalonia.com/es/nuestros_hoteles/europa/espanya/catalunya/barcelona/hotel_catalonia_diagonal_centro/index.jsp	41.393902	2.1568	la Dreta de l'Eixample
83	Barcelona	Capri by Fraser Barcelona	reservations.barcelona@capribyfraser.com	+34(93)3208735	08018	135.0	4	Sancho De Avila, 32-34	[u'Hotel']	http://barcelona.capribyfraser.com	41.397621	2.188833	el Parc i la Llacuna del Poblenou
84	Barcelona	Silken Gran Hotel Havana	hotelhavana@hoteles-silken.com	+34(93)3417000	08010	145.0	4	Gran Via de les Corts Catalanes 647	[u'Hotel']	http://www.hoteles-silken.com/hoteles/gran-hotel-havana-barcelona/	41.392609	2.172038	la Dreta de l'Eixample
85	Barcelona	Catalonia Eixample 1864	eixample1864.reservas@hoteles-catalonia.es	+34(93)2720050	08009	140.0	4	Roger de Lluria, 60	[u'Hotel']	http://www.hoteles-catalonia.com/en/our_hotels/europa/spain/catalunya/barcelona/hotel_catalonia_berna/index.jsp	41.393501	2.1687	la Dreta de l'Eixample
86	Barcelona	Grupotel Gravina	gravina@grupotel.com	+34(93)3016868	08001	116.0	3	C/Gravina 12	[u'Hotel']	http://www.grupotel.com/en/hotel/barcelona/barcelona/gravina/hotel.html	41.385468	2.165809	el Raval
87	Barcelona	Market	reservas@markethotel.com.es	+34(93)3251205	08015	77.0	3	Comte Borrell 68	[u'Hotel']	http://www.markethotel.com.es	41.379131	2.160482	Sant Antoni
88	Barcelona	Vueling Bcn By Hc	booking@hoteles-catalonia.es	+34(93)3234865	08011	144.0	4	Gran Via de les Corts Catalanes, 550	[u'Hotel']	http://www.hoteles-catalonia.com/en/our_hotels/europa/spain/catalunya/barcelona/vueling_bcn_by_hc/index.jsp	41.382057	2.158685	Sant Antoni
89	Barcelona	U232	u232hotel@nnhotels.com	+34(93)3224153	08036	80.0	4	Comte D Urgell, 232	[u'Hotel']	http://www.u232hotel.com/	41.389198	2.1489	la Nova Esquerra de l'Eixample
90	Barcelona	Ohla Barcelona	info@ohlabarcelona.com	+34(93)3415050	08003	310.0	5	Via Laietana 49	[u'Hotel']	http://www.ohlabarcelona.com	41.386974	2.174378	el Barri Gotic
91	Barcelona	Bbarcelona Apartments	info@bbarcelonaapartments.com	+34(93)4504143	08025	214.0	0	Provenca 529	[u'Casa / Apartamento']	http://www.bbarcelonaapartments.com	41.408199	2.179388	la Sagrada Familia
92	Barcelona	Barcelo Sants	sants@barcelo.com	+34(93)5035300 	08014	130.0	4	Placa Dels Paisos Catalans S/n	[u'Hotel']	http://www.barcelo.com/BarceloHotels/en_GB/hotels/Spain/Barcelona/hotel-barcelo-sants/general-description.aspx	41.379154	2.139748	Sants
93	Barcelona	Happy People Sagrada Familia	info@happypeoplebarcelona.com	+34(935)047470	08029	151.0	3	Corcega, 703	[u'Casa / Apartamento']	http://happypeoplebarcelona.com	41.412685	2.180586	el Camp de l'Arpa del Clot
94	Barcelona	Abapart Napols	aparthotel@napols.net	+34(93)2464573	08013	99.0	0	Carrer de Napols, 116	[u'Apartotel']	http://www.napols.net	41.395199	2.1793	el Fort Pienc
95	Barcelona	La Republica Apartments	republica@barcelona-apartment.com	+34(93)4864390	08005	110.0	0	Pujades, 120	[u'Apartotel']	http://www.barcelona-apartment.com/en/apartment-la-republica-apartments-barcelona/	41.397835	2.195957	el Poblenou
96	Barcelona	Hcc Lugano	lugano@hcchotels.es	+34(935) 579 797	08015	99.0	3	Avenida Paral.lel, 172	[u'Hotel']	http://www.hcchotels.es/es/hotel/12/hcc-lugano	41.375206	2.15547	Sant Antoni
97	Barcelona	Bcn-Accommodation	info@bcn-accommodation.com	+34(67)0234702	08002	105.0	0	Tallers, 19	[u'Apartotel']	http://www.bcnacommodation.com	41.384689	2.169052	el Raval
98	Barcelona	Dailyflats Parc Guell	centro@dailyflats.com	+34(93)4355577 	08023	168.0	0	Ronda General Mitre, 238	[u'Casa / Apartamento']	http://www.dailyflats.com/en/building-dailyflats-parc-guell-superior	41.405807	2.14857	el Putxet i el Farro
99	Barcelona	Hotel 1898	1898@nnhotels.com	+34(93)5529552	08002	204.0	4	La Rambla, 109	[u'Hotel']	http://www.hotel1898.com/	41.383434	2.171231	el Raval
100	Barcelona	Barcelo Raval	raval@barcelo.com	+34(93)3201490	08001	160.0	4	Rambla del Raval, 17-21	[u'Hotel']	http://www.barceloraval.com	41.379009	2.169558	el Raval
101	Barcelona	Hotel Well and Come	INFO@HOTELWELLANDCOME.COM	+34(937)379799	8037	150.0	4	Carrer Girona 158	[u'Hotel']	http://WWW.HOTELWELLANDCOME.COM/	41.399178	2.165613	la Dreta de l'Eixample
102	Barcelona	BCN Urban Hotels Del Comte	reservas@hoteldelcomte.es	+34(93)3231258 	08015	93.0	2	Carrer de la Diputacio,142-148	[u'Hotel']	http://www.hoteldelcomte.es	41.382702	2.1573	la Nova Esquerra de l'Eixample
103	Barcelona	H10 Urquinaona Plaza	h10.urquinaona.plaza@h10hotels.com	+34(93)2382040	08010	180.0	4	Placa Urquinaona, 2	[u'Hotel']	http://www.h10hotels.com/en/hotel/barcelona-hotels/h10-urquinaona-plaza.html	41.389214	2.172601	la Dreta de l'Eixample
104	Barcelona	Hotel Gaudi	gaudi@hotelgaudi.es	+34(93)3179032	08001	126.0	3	 Nou de la Rambla, 12	[u'Hotel']	http://www.hotelgaudi.es	41.378925	2.173988	el Raval
105	Barcelona	Khronos	reservas@hostalkhronos.com	+34(93)5308735	08037	93.0	2	Calle Mallorca 285 Principal 2da	[u'Hotel']	http://www.hostalkhronos.com	41.39555	2.17731	el Fort Pienc
106	Barcelona	Barcelona Station	info@rentbyday.com	+34(620)794962	08014	99.0	0	Carrer de Fernandez Duro, 3-5	[u'Casa / Apartamento']	http://www.rentbyday.com	41.3745	2.135489	Sants
107	Barcelona	Hotel Praktik Garden	reservas@hotelpraktikgarden.com	+34(93)4675279	08009	98.0	2	 Diputacion, 325	[u'Hotel']	http://www.hotelpraktikgarden.com/en	41.393787	2.171348	la Dreta de l'Eixample
108	Barcelona	Quartprimera	info@quartprimera.com	+34(606)864137	08008	216.0	0	Carrer de Rossello, 244 4o1a	[u'Hotel']	http://quartprimera.com/en/	41.396252	2.161074	la Dreta de l'Eixample
109	Barcelona	Ciutat Vella	info@hotelciutatvella.com	+34(93)4813799	08001	104.0	3	Calle Tallers, 66	[u'Hotel']	http://www.hotelciutatvella.com	41.385086	2.166423	el Raval
110	Barcelona	Bagues	bagues@derbyhotels.com	+34(93)3435000	08002	262.0	5	La Rambla, 105	[u'Hotel']	http://www.hotelbagues.com	41.382786	2.171607	el Raval
111	Barcelona	Sant Jordi Comtal	apartaments@stjordi.com	+34(93)2018921	08002	189.0	0	Comtal, 33	[u'Casa / Apartamento']	http://www.atriumhotels.com/en/apartaments-sant-jordi-comtal/descripcion/	41.386913	2.173997	el Barri Gotic
112	Barcelona	Ciutadella Barcelona	reserve@gargallohotels.es	+34(93)3191944 	08003	126.0	4	Avinguda Marques de l'Argentera, 4	[u'Hotel']	http://www.hotelciutadellabarcelona.com/	41.383881	2.18466	Sant Pere, Santa Caterina i la Ribera
